OBJECTID,Fax_Number,City,Province,Geo_X,Geo_Y,Business_Id,Business_Name,Site_Postal_Code,Created_Date,Updated_Date,NAICSCode,NAICSCode_Desc,Telephone_Number,Web_Address,Mailing_Address1,Mailing_Address2,Mailing_City,Mailing_Province,Mailing_Country,Mailing_Postal_Code,Unit_Number,Business_Description,Street_Number,Street_Name,Street_Type,Street_Direction,Municipality,geometry,lon,lat
45086,7054264442,Beaverton,Ontario,646989.63,4920729.24,2768,Osborne Dental Office & Tooth Crafters Denture Services,L0K1A0,2019-07-17,2019-07-17,621210.0,Offices of dentists,7054264449,,,,,,,L0K1A0,5,Denture service and dental office.,470,Osborne,Street,,Brock,POINT (-79.15339622637275 44.4249316452751),-79.15339622637275,44.4249316452751
45087,,Beaverton,Ontario,647048.77,4920822.55,550732,Loving Warrior Women Coaching,L0K1A0,2019-07-17,2019-07-17,812990.0,All other personal services,7053083100,www.lovingwarriorwomencoaching.com,,,,,,,,Building a movement of aware and powerful women through energy healing and Emotional Success Coaching.,431,Osborne,Osborne,,Brock,POINT (-79.15262719249691 44.4257592507734),-79.15262719249691,44.4257592507734
45088,,Beaverton,Ontario,647542.35,4921016.77,2853,St. Joseph's Catholic Church,L0K1A0,2019-07-17,2019-07-23,813110.0,Religious organizations,7054267424,,,,,,,L0E1E0,,Church and worship services,573,Simcoe,Street,,Brock,POINT (-79.14637432045693 44.42740642238818),-79.14637432045693,44.42740642238818
45089,,Beaverton,Ontario,647963.34,4920933.95,159350,Brock Community Health Centre,L0K1A0,2019-07-17,2019-07-17,621494.0,Community health centres,7054323322,www.brockchc.ca,,,,,,L0K1A0,B,Health centre.,720,Simcoe,Street,,Brock,POINT (-79.14111166527566 44.426575258894765),-79.14111166527566,44.426575258894765
45090,,Gamebridge,Ontario,648515.95,4927933.42,532572,Blundell Water Service,,2019-07-17,2019-07-17,221310.0,Water supply and irrigation systems,7053415414,,,,,,,,,Water Services,B1625,Regional Highway 48,,,Brock,POINT (-79.13216531649995 44.48944331543031),-79.13216531649995,44.48944331543031
45091,,Brock,Ontario,648280.92,4927787.92,232435,Man Lee Farm Inc,L1A0K1,2019-07-17,2019-07-30,111219.0,Other vegetable (except potato) and melon farming,6477271193,,,,,,,,,OFA fresh wholesale vegetable farm.,b1595,Regional Highway 48,,,Brock,POINT (-79.13516138162177 44.48818240474391),-79.13516138162177,44.48818240474391
45092,,Beaverton,Ontario,650084.4037,4919512.8216,232445,Beaverton Metal Works,L0K1A0,2019-07-18,2019-07-18,332999.0,All other miscellaneous fabricated metal product manufacturing,7054267751,,,,,,,,,Metal fabrication,B1420,Thorah Concession Rd 4,,,Brock,POINT (-79.11488968844532 44.41335128801199),-79.11488968844532,44.41335128801199
45093,,Beaverton,Ontario,650084.58,4919512.9,238756,Hicktown Mini-Bins,L0K1A0,2019-07-18,2019-07-18,531190.0,Lessors of other real estate property,7053288373,,,,,,,,,Self-storage.,b1420,Thorah Concession Rd 4,,,Brock,POINT (-79.11488745257871 44.4133519569132),-79.11488745257871,44.4133519569132
45094,8666616959,Beaverton,Ontario,649318.71,4920687.7,2857,Beaverton Crossroads Veterinary Services,L0K1A0,2019-07-18,2019-07-18,541940.0,Veterinary services,7054265206,beertoncrossroadsvet.com,,,,,,L0K1A0,,"Veterinary clinic, grooming, boarding",B1380,Simcoe,Street,,Brock,POINT (-79.12416383562062 44.42408115854336),-79.12416383562062,44.42408115854336
45095,,Beaverton,Ontario,649481.0833,4920869.4995,2783,Tim Hortons,L0K1A0,2019-07-18,2019-07-18,722512.0,Limited-service eating places,7054265950,,,,,,,L0K1A0,,Coffee shop,B1415,Regional Rd 15,,,Brock,POINT (-79.12207269806899 44.42568347702137),-79.12207269806899,44.42568347702137
45096,,Beaverton,Ontario,649165.71,4921031.31,2685,Mobil @ Independent,L0K1A0,2019-07-18,2019-07-18,447110.0,Gasoline stations with convenience stores,7054262544,,,,,,,L0K1A0,,gas station,B30,Beaver,Avenue,,Brock,POINT (-79.1259860833056 44.427204511360735),-79.1259860833056,44.427204511360735
45097,,Beaverton,Ontario,649251.04,4921114.07,2681,Subway,L0K1A0,2019-07-18,2019-07-18,722512.0,Limited-service eating places,7054267827,www.subway.ca,,,,,,L0K1A0,,Fast food sub restaurant,1,Beaver,Avenue,,Brock,POINT (-79.1248908112842 44.427931595505214),-79.1248908112842,44.427931595505214
45098,,Brock,Ontario,655057.6452,4922755.9723,101003,The Stubborn Farmer,L0K1A0,2019-07-18,2019-07-18,111419.0,Other food crops grown under cover,7054262160,,,,,,,L0E1E0,,Mixed use farmland.,B2375,Regional Rd 15,,,Brock,POINT (-79.05148985160413 44.44148412874549),-79.05148985160413,44.44148412874549
45099,,Beaverton,Ontario,647041.48,4920980.67,2760,St. Paul's Anglican Church,L0K1A0,2019-07-18,2019-07-18,813110.0,Religious organizations,7054265972,www.saint-pauls.ca,,,,,,L0K1A0,,Church and worship services.,383,Osborne,Street,,Brock,POINT (-79.15267390357944 44.427183519220314),-79.15267390357944,44.427183519220314
45100,,Beaverton,Ontario,647069.6676,4921070.8552,550779,Ron Baird Artist Inc.,L0K1A0,2019-07-18,2019-07-18,711511.0,Independent visual artists and artisans,7054264116,www.RonBairdArtist.com,,,,,,,,Designing and fabricating large public sculptures and publishing limited edition etchings.,422,Bay,12,,Brock,POINT (-79.15229438402511 44.427989291745234),-79.15229438402511,44.427989291745234
45101,,Beaverton,Ontario,646978.76,4921133.88,2755,Mangan Funeral Home,L0K1A0,2019-07-18,2019-07-18,812210.0,Funeral homes,7054265777,www.manganfuneralhome.com,,,,,,L0K1A0,,Funeral home.,332,Osborne,Street,,Brock,POINT (-79.15341804851371 44.42857486536006),-79.15341804851371,44.42857486536006
45102,,Beaverton,Ontario,646967.01,4921169.56,2751,Little Brown Jug,L0K1A0,2019-07-18,2019-07-18,722511.0,Full-service restaurants,7054264573,,,,,,,L0K1A0,,Family resturant. Serves casual food.,314,Osborne,Street,,Brock,POINT (-79.15355548353986 44.42889830548578),-79.15355548353986,44.42889830548578
45103,,Beaverton,Ontario,647025.99,4921200.08,614568,Brock Board of Trade,,2019-07-18,2019-08-14,813910.0,Business associations,7054262051,,,,,,,,,Chamber of Commerce for the business community in Brock Township.,397,Simcoe,Street,,Brock,POINT (-79.15280620855053 44.42916094960746),-79.15280620855053,44.42916094960746
45104,,Beaverton,Ontario,646943.5171,4921116.762,614570,Aces Garage,,2019-07-18,2019-07-19,811111.0,General automotive repair,7054269191,,,,,,,,,auto,384,Bay,Avenue,East,Brock,POINT (-79.15386544785429 44.428427991298534),-79.15386544785429,44.428427991298534
45105,,Beaverton,Ontario,646928.01,4921121.68,2665,Wrigley's Pet Grooming,L0K1A0,2019-07-18,2019-07-18,812910.0,Pet care (except veterinary) services,7054261494,,,,,,,L0K1A0,,Pet grooming & pet care products retailer.,376,Bay,Street,,Brock,POINT (-79.1540587785866 44.428475392482376),-79.1540587785866,44.428475392482376
45106,,Beaverton,Ontario,646886.49,4921110.24,2662,Thorah Insurance Brokers Limited,L0K1A0,2019-07-18,2019-07-18,524210.0,Insurance agencies and brokerages,7054267306,www.tibl.ca,Box 890,,Beaverton,Ontario,Canada,L0K 1A0,,Insurance products and investments.,361,Bay,Street,,Brock,POINT (-79.15458338949166 44.42838088137765),-79.15458338949166,44.42838088137765
45107,,Beaverton,Ontario,646786.46,4921183.92,2746,Pirate's Pizza Of Beaverton,L0K1A0,2019-07-18,2019-07-18,722512.0,Limited-service eating places,7054264122,,,,,,,L0K1A0,,Limited service resturant. Sells and delivers pizza.,328,Mill,Street,West,Brock,POINT (-79.1558186210746 44.42906416039468),-79.1558186210746,44.42906416039468
45108,,Beaverton,Ontario,647008.96,4921235.82,2836,Jo's Barber Shop,L0K1A0,2019-07-18,2019-07-22,812114.0,Barber shops,7054261551,,,,,,,L0K1A0,,barber shop,384,Simcoe,Street,,Brock,POINT (-79.15300992701594 44.429486002835446),-79.15300992701594,44.429486002835446
45109,,Beaverton,Ontario,646908.78,4921240.49,2821,Maxine's Fashions & Fabrics,L0K1A0,2019-07-18,2019-07-18,448120.0,Women's clothing stores,7054267734,,,,,,,L0K1A0,,Women's clothing retail.,360,Simcoe,Street,,Brock,POINT (-79.15426659579693 44.42954836678421),-79.15426659579693,44.42954836678421
45110,,Oshawa,Ontario,672430.0,4860556.5,158023,Erie Street Gospel Centre,L1H3R1,2019-07-19,2019-07-19,813110.0,Religious organizations,9054331438,www.egccogop.com,,,,,,L1H3R1,,Place of worship,17,Erie,Street,,Oshawa,POINT (-78.85372102621815 43.87795141812521),-78.85372102621815,43.87795141812521
45111,,Oshawa,Ontario,669404.19,4867670.38,144187,Advanced Physiotherapy and Wellness Centre,L1G4X9,2019-07-19,2019-07-23,621310.0,Offices of chiropractors,9054366666,,,,,,,L1G4X9,,chiropractic centre,1808,Simcoe,Street,North,Oshawa,POINT (-78.88909652792842 43.942659860458825),-78.88909652792842,43.942659860458825
45112,,Oshawa,Ontario,670884.41,4867218.26,160317,Housecall Computers,L1G8E5,2019-07-19,2019-07-19,811210.0,Electronic and precision equipment repair and maintenance,9054348311,www.housecallcomputers.net,,,,,,L1H3Z7,,Computer repair services,1450,Ritson,Road,North,Oshawa,POINT (-78.87080965306032 43.93824981798044),-78.87080965306032,43.93824981798044
45113,9054366682,Oshawa,Ontario,670144.91,4861700.84,237254,Nova Hearing Service,L1J5M2,2019-07-19,2019-07-19,621340.0,"Offices of physical, occupational, and speech therapists and audiologists",9054380111,,,,,,,,,Hearing services.,160,Stevenson,Road,South,Oshawa,POINT (-78.8817798287116 43.88877820971979),-78.8817798287116,43.88877820971979
45114,2898022373,Oshawa,Ontario,671671.31,4862831.06,476628,Ramona Abraham Barrister and Solicitor,L1G1B2,2019-07-19,2019-07-19,541110.0,Offices of lawyers,9056260055,,,,,,,,4,Barrister and Solicitor,39,Bond,Street,East,Oshawa,POINT (-78.86242602598033 43.89859351685855),-78.86242602598033,43.89859351685855
45115,,Oshawa,Ontario,671454.62,4862981.0,231007,Johnny Cuts,L1G1J1,2019-07-19,2019-07-19,812111.0,Barber Shops,2892408711,www.johnnycuts.ca,,,,,,,,Barber shop.,3,William,Street,West,Oshawa,POINT (-78.86507407420974 43.89999301646784),-78.86507407420974,43.89999301646784
45116,9057285779,Oshawa,Ontario,671329.72,4862977.01,461471,Hospitality Furnishings,L1G1J9,2019-07-19,2019-07-30,423210.0,Furniture Merchant Wholesalers,8449392788,www.hospitalityfurnishings.ca,,,,,,,1,"furnishing for businesses, hotels, and senior living",44,William,Street,West,Oshawa,POINT (-78.86662952643586 43.8999861556793),-78.86662952643586,43.8999861556793
45117,,Oshawa,Ontario,671329.72,4862977.01,157886,Faith Lutheran Church,L1G1J9,2019-07-19,2019-07-19,813110.0,Religious organizations,9057252755,www.faithlutheranministries.ca,,,,,,L1G1J9,,Place of worship.,44,William,Street,West,Oshawa,POINT (-78.86662952643586 43.8999861556793),-78.86662952643586,43.8999861556793
45118,9054404764,Oshawa,Ontario,671675.21,4862295.08,157709,Tami L. Waters & Associates,L1H1W8,2019-07-19,2019-07-19,541110.0,Offices of lawyers,9054404759,www.tlwlaw.ca,,,,,,L1H1W8,,Legal services,13,John,Street,West,Oshawa,POINT (-78.86255008535576 43.89377018122404),-78.86255008535576,43.89377018122404
45119,,Oshawa,Ontario,670332.51,4861469.98,374933,Airport Limo Oshawa,L1J6Y4,2019-07-19,2019-07-19,485320.0,Limousine service,2892403511,,,,,,,,,Limousine service.,255,Stevenson,Road,South,Oshawa,POINT (-78.87951960446215 43.88665773724848),-78.87951960446215,43.88665773724848
45120,,Oshawa,Ontario,668601.01,4862928.72,243078,Schoolhouse Playcare Centre Oshawa,L1J7V1,2019-07-22,2019-07-23,624410.0,Child day-care services,9054334730,www.schoolhouseplaycare.ca,,,,,,,,Daycare Services,855,Roundelay,Drive,,Oshawa,POINT (-78.90059955077116 43.90018080619888),-78.90059955077116,43.90018080619888
45121,7054265740,Beaverton,Ontario,647054.34,4921218.7,2849,Woodcock & Tomlinson,L0K1A0,2019-07-22,2019-07-22,541110.0,Offices of lawyers,7054267317,,,,,,,L0K1A0,,Barristers and solicitors,402,Simcoe,Street,,Brock,POINT (-79.15244493110389 44.42932273517999),-79.15244493110389,44.42932273517999
45122,,Beaverton,Ontario,646917.92,4921237.54,2824,Hamilton House Day Spa,L0K1A0,2019-07-22,2019-07-23,812190.0,Other personal care services,7054264400,www.hamiltonhousedayspa.com,,,,,,L0K1A0,,Day spa/clothing retail.,370,Simcoe,Street,,Brock,POINT (-79.1541526575442 44.429519966835365),-79.1541526575442,44.429519966835365
45123,,Beaverton,Ontario,646933.22,4921263.57,2813,Smallmart,L0K1A0,2019-07-22,2019-07-22,452999.0,All other miscellaneous general merchandise stores,7054261354,,,,,,,L0K1A0,,General store.,342,Simcoe,Street,,Brock,POINT (-79.15395315543078 44.42975108259293),-79.15395315543078,44.42975108259293
45124,,Beaverton,Ontario,646922.64,4921266.99,143548,Wow Wing House,L0K1A0,2019-07-22,2019-07-23,722511.0,Full-service restaurants,7055044444,,,,,,,L0K1A0,,Full service restaurant.,334,Simcoe,Street,,Brock,POINT (-79.15408504349296 44.42978400421596),-79.15408504349296,44.42978400421596
45125,,Beaverton,Ontario,646903.04,4921273.05,143545,Thorah Windows & Davis Hardware,L0K1A0,2019-07-22,2019-07-22,444130.0,Hardware stores,7054265064,www.thorahwindows.com,,,,,,L0K1A0,,Window retail.,324,Simcoe,Street,,Brock,POINT (-79.15432945149428 44.429842511796814),-79.15432945149428,44.429842511796814
45126,,Beaverton,Ontario,646908.78,4921240.48,532677,Beaverton Gourmet Freezer,,2019-07-22,2019-07-22,722512.0,Limited-service eating places,7054263000,,,,,,,,,Cafe,361,Simcoe,Street,,Brock,POINT (-79.15426659862976 44.42954827680268),-79.15426659862976,44.42954827680268
45127,,Beaverton,Ontario,647221.5,4921247.61,159450,The Grant House,L0K1A0,2019-07-22,2019-08-15,721191.0,Bed and breakfast,7054261296,,,,,,,L0E1E0,,Bed & breakfast.,447,York,Street,,Brock,POINT (-79.15033765292563 44.429548886548716),-79.15033765292563,44.429548886548716
45128,,Beaverton,Ontario,646807.18,4921249.0,2802,Crusty Pizza,L0K1A0,2019-07-22,2019-07-22,722512.0,Limited-service eating places,7054262224,,,,,,,L0K1A0,,Pizza restaurant. Dine in & take out with free delivery.,325,Simcoe,Street,,Brock,POINT (-79.15554001208737 44.42964555792626),-79.15554001208737,44.42964555792626
45129,,Beaverton,Ontario,646685.13,4921324.4,2791,Beaver River Museum,L0K1A0,2019-07-22,2019-07-23,712119.0,Other museums,7054269641,www.btehs.com,,,,,,L0K1A0,,Historical mueseum. Includes a gift shop and archives,284,Simcoe,Street,,Brock,POINT (-79.1570513113003 44.43034876745312),-79.1570513113003,44.43034876745312
45130,7054267418,Beaverton,Ontario,646256.87,4921220.23,100233,Beaverton Curling Club,L0K1A0,2019-07-22,2019-07-22,813410.0,Civic and social organizations,7054267418,www.beavertoncurlingclub.com,,,,,,L0E1E0,,Curling club,164,Main,Street,,Brock,POINT (-79.16245858640741 44.42949810229819),-79.16245858640741,44.42949810229819
45131,7054261978,Beaverton,Ontario,646852.49,4921370.65,2711,Hy-Tec Security Inc,L0K1A0,2019-07-22,2019-07-22,561621.0,Security systems services (except locksmiths),7054262000,www.hytecsecurity.com,,,,,,L0K1A0,,Security system sales office. Installs security systems from this location.,292,Mara,Road,,Brock,POINT (-79.15493658906448 44.43073099090776),-79.15493658906448,44.43073099090776
45132,,Beaverton,Ontario,646803.23,4921448.53,403526,Harmony Health Wellness Centre,L0K1A0,2019-07-22,2019-07-23,621399.0,Offices of All Other Miscellaneous Health Practitioners,7053413080,,,,,,,,,health and wellness,304,Victoria,Avenue,,Brock,POINT (-79.15553312805093 44.431441761637906),-79.15553312805093,44.431441761637906
45133,,Beaverton,Ontario,646956.84,4921547.42,2717,J. R. Boat And House Washing,L0K1A0,2019-07-22,2019-07-22,561799.0,All other services to buildings and dwellings,7054269724,,,,,,,L0E1E0,,Washing services for automobiles and marine craft.,349,Mara,Road,,Brock,POINT (-79.15357610828868 44.432300410847084),-79.15357610828868,44.432300410847084
45134,7054265913,Beaverton,Ontario,647053.71,4921754.69,2724,Carquest Auto Parts,L0K1A0,2019-07-22,2019-07-22,441310.0,Automotive parts and accessories stores,7054267326,www.carquest.ca,,,,,,L0K1A0,,car part retailer,426,Mara,Road,,Brock,POINT (-79.152300838823 44.434145776223346),-79.152300838823,44.434145776223346
45135,,Beaverton,Ontario,646445.42,4921694.87,238794,Stephen Dawson,L0K1A0,2019-07-22,2019-07-22,236110.0,Residential building construction,7054267498,,,,,,,,,General contracting services,140,Victoria,Avenue,,Brock,POINT (-79.15995684804008 44.43373086919434),-79.15995684804008,44.43373086919434
45136,,Beaverton,Ontario,648324.28,4922286.06,238779,Floyd Hales Fish Huts,L0K1A0,2019-07-22,2019-07-22,713991.0,"Sports clubs, teams and leagues performing before a non-paying audience",7054267415,www.floydhalesfishhuts.com,,,,,,,,Ice fishing services,B44,Nancy,Avenue,,Brock,POINT (-79.13619271630047 44.438667746298215),-79.13619271630047,44.438667746298215
45137,,Beaverton,Ontario,647138.29,4921911.53,2732,Vieveen's Nursery,L0K1A0,2019-07-22,2019-07-22,444220.0,Nursery stores and garden centres,7054267067,,,,,,,L0K1A0,,"Landscaping, gardening, and sodding.",468,Mara,Road,,Brock,POINT (-79.15119414671847 44.43553984918409),-79.15119414671847,44.43553984918409
45138,7054261169,Beaverton,Ontario,647083.44,4921739.12,2722,Eyewear By Tobi,L0K1A0,2019-07-22,2019-07-23,446130.0,Optical goods stores,7054261168,www.eyewearbytobi.com,,,,,,L0K1A0,A,Retail of glasses and contacts,425,Mara,Road,,Brock,POINT (-79.15193189760227 44.43399963281909),-79.15193189760227,44.43399963281909
45139,,Brock,Ontario,652667.3169,4915849.6047,381507,Core Graphics and Media Solutuons,L0K1A0,2019-07-24,2019-07-30,541430.0,Graphic design services,7054262415,www.core-graphics.ca,,,,,,,,"Graphics, printing, and media solutions.",C1590,Thorah Concession Rd 1,,,Brock,POINT (-79.0835418556204 44.37985031907737),-79.0835418556204,44.37985031907737
45140,,Beaverton,Ontario,647176.17,4921868.08,2731,Callaghan's Corner,L0K1A0,2019-07-24,2019-07-24,811111.0,General automotive repair,7054267247,,,,,,,L0K1A0,,Auto service and repair.,465,Mara,Road,,Brock,POINT (-79.15073076210328 44.435141176703276),-79.15073076210328,44.435141176703276
45141,,Beaverton,Ontario,647248.73,4921987.54,2738,Royal Canadian Legion,L0K1A0,2019-07-24,2019-07-24,813410.0,Civic and social organizations,7054267852,,,,,,,L0K1A0,,Legion meeting hall-branch 135,517,Mara,Road,,Brock,POINT (-79.14978558761392 44.43620132985322),-79.14978558761392,44.43620132985322
45142,,Beaverton,Ontario,647358.79,4921663.39,2697,Beaverton Dental Office,L0K1A0,2019-07-24,2019-07-24,621210.0,Offices of dentists,7054267319,,,,,,,L0K1A0,,dentist office,468,Main,Street,,Brock,POINT (-79.14849550722211 44.43326218434428),-79.14849550722211,44.43326218434428
45143,,Beaverton,Ontario,647358.79,4921663.39,2698,Beaverton Physiotherapy,L0K1A0,2019-07-24,2019-07-24,621340.0,"Offices of physical, occupational, and speech therapists and audiologists",7055041700,www.beavertonphysiotherapy.com,,,,,,L0K1A0,,Physiotherapy centre,468,Main,Street,,Brock,POINT (-79.14849550722211 44.43326218434428),-79.14849550722211,44.43326218434428
45144,,Beaverton,Ontario,645790.57,4920999.45,401526,Simcoe Solstice Bed and Breakfast,L0K1A0,2019-07-24,2019-07-25,721191.0,Bed and breakfast,7054269995,,,,,,,,,Bed and breakfast.,13,Main,Street,,Brock,POINT (-79.16837616952355 44.42760555891615),-79.16837616952355,44.42760555891615
45145,,Sunderland,Ontario,653380.79,4906416.25,232582,Willow Winds,L0C1H0,2019-07-24,2019-07-24,111910.0,Tobacco farming,2262588501,,,,,,,,,OFA Farm,s17510,12,Highway,,Brock,POINT (-79.07736717346006 44.294819397119866),-79.07736717346006,44.294819397119866
45146,,Beaverton,Ontario,646541.5523,4925674.9758,232439,Doreen's Classic Nails,L0K1A0,2019-07-25,2019-07-25,812113.0,Nail Salons,7053080365,,,,,,,,,Nail salon,b1211,Thorah Concession Rd 9,,,Brock,POINT (-79.15762362875317 44.46952494839441),-79.15762362875317,44.46952494839441
45147,,Beaverton,Ontario,651393.4952,4930373.5227,238722,Fair Havens Ministries,L0K1A0,2019-07-25,2019-07-25,813110.0,Religious organizations,7054267378,www.fairhsvens.org,,,,,,,,Retreat centre & camp grounds.,B2215,Regional Highway 48,,,Brock,POINT (-79.09528015301578 44.51080127076728),-79.09528015301578,44.51080127076728
45148,,Beaverton,Ontario,652298.0094,4930643.3654,379615,Fair Havens Community Church,L0K1A0,2019-07-25,2019-07-25,813110.0,Religious organizations,7054267251,,,,,,,,,Church,B2355,Regional Highway 48,,,Brock,POINT (-79.08382695768724 44.51303891283917),-79.08382695768724,44.51303891283917
45149,,Cannington,Ontario,658778.52,4912568.9,354593,Farm - C20400,L0E1E0,2019-07-25,2019-07-30,111940.0,Hay farming,7054322174,,,,,,,,,Hay farm,C20400,Simcoe,Street,,Brock,POINT (-79.007873112554 44.3490196040145),-79.007873112554,44.3490196040145
45150,,Cannington,Ontario,654110.9565,4911926.4356,238919,Cedar Vale Cemetery,L0E1E0,2019-07-25,2019-07-30,812220.0,Cemeteries and crematoria,,,,,,,,,,Cemetery.,C1605,Regional Rd 12,,,Brock,POINT (-79.06659155699423 44.34424497853528),-79.06659155699423,44.34424497853528
45151,,Cannington,Ontario,656638.89,4912491.84,3695,Cannington Historical Society's Centennial Museum,L0E1E0,2019-07-26,2019-07-26,712111.0,Non-commercial art museums and galleries,7054323136,www.canningtonhistoricalsociety.ca,21 laidlaw street south,,cannington,Ontario,,L0E1E0,,Historical museum,72,Peace,Street,,Brock,POINT (-79.03472554006201 44.34879119248744),-79.03472554006201,44.34879119248744
45152,7054328450,Cannington,Ontario,656676.83,4912377.93,3717,Walter Schummer Certified Management Accountant,L0E1E0,2019-07-26,2019-07-30,541212.0,Offices of accountants,7054328449,www.wgscma.ca,,,,,,L0E1E0,,"Accounting, tax, and consulting services",102,Peace,Street,,Brock,POINT (-79.03428407124913 44.34775808027679),-79.03428407124913,44.34775808027679
45153,7054323319,Cannington,Ontario,656638.89,4912491.84,157430,Royal Canadian Legion Branch 186,L0E1E0,2019-07-26,2019-07-30,813410.0,Civic and social organizations,7054323006,www.on.legion.ca,,,,,,L0E1E0,,Social and meeting place for veterans,72,Peace,Street,,Brock,POINT (-79.03472554006201 44.34879119248744),-79.03472554006201,44.34879119248744
45154,,Wilfrid,Ontario,645550.36,4909032.88,11670,Interesting Music Shoppe,L0E1E0,2019-07-26,2019-07-26,451140.0,Musical instrument and supplies stores,7054374495,,,,,,,L0E1E0,,Musical instrument retailer,C20940,Brock,Road,,Brock,POINT (-79.17474138254347 44.31997469003272),-79.17474138254347,44.31997469003272
45155,,Wilfrid,Ontario,645972.7553,4909263.4654,238907,Phoenix Equestrian & Holstein,L0E1E0,2019-07-26,2019-07-26,112920.0,Horse and other equine production,9056490556,http://www.jessicaphoenix.ca/,,,,,,,,"Horses & cattle sales, Horseback lessons.",C155,Regional Rd 12,,,Brock,POINT (-79.16938251757917 44.3219648390151),-79.16938251757917,44.3219648390151
45156,,Wilfrid,Ontario,648098.4661,4909973.7152,238910,Third Generation,L0E1E0,2019-07-26,2019-07-26,236110.0,Residential building construction,9058534181,,,,,,,,,Painting & restoration services,C545,Regional Rd 12,,,Brock,POINT (-79.14253643351435 44.32792558708498),-79.14253643351435,44.32792558708498
45157,,Cannington,Ontario,650605.0545,4912138.9881,238893,Terragold,L0E1E0,2019-07-26,2019-07-26,112920.0,Horse and other equine production,7054322015,,,,,,,,,Horse farm.,C1060,Brock Concession Rd 13,,,Brock,POINT (-79.11048959461696 44.346893426182824),-79.11048959461696,44.346893426182824
45158,,Brock,Ontario,657436.4035,4911558.8076,100965,Grills Water Garden,L0E1E0,2019-07-26,2019-07-26,712130.0,Zoos and botanical gardens,7054323276,,,,,,,L0E1E0,,Water garden and cattle farm,C2135,Brock Concession Rd 11,,,Brock,POINT (-79.02500739619957 44.34022356977018),-79.02500739619957,44.34022356977018
45159,7054323432,Cannington,Ontario,656292.09,4912613.96,3649,Scotiabank,L0E1E0,2019-07-26,2019-08-14,522111.0,Personal and commercial banking industry,7054322348,,,,,,,L0E1E0,,Personal banking services,10,Cameron,Street,West,Brock,POINT (-79.03903749396504 44.34996475466888),-79.03903749396504,44.34996475466888
45160,7054322375,Cannington,Ontario,656269.7,4912638.76,3656,Your Computer And Signs,L0E1E0,2019-07-26,2019-07-26,443144.0,Computer and software stores,7054323391,www.ycas.ca,,,,,,L0E1E0,,Retail and servicing of computers.,15,Cameron,Street,West,Brock,POINT (-79.03931081099097 44.35019271859545),-79.03931081099097,44.35019271859545
45161,,Cannington,Ontario,656313.97,4912621.07,232537,Keeler Automotive,L0E1E0,2019-07-26,2019-07-30,811111.0,General automotive repair,7054322700,,,,,,,,,Full service auto shop,6,Cameron,Street,West,Brock,POINT (-79.03876099584139 44.350024015799676),-79.03876099584139,44.350024015799676
45162,8883334507,Cannington,Ontario,656273.48,4912640.22,3650,Hudson Henderson's Insurance,L0E1E0,2019-07-29,2019-07-30,524210.0,Insurance agencies and brokerages,7054322314,www.hudsonhenderson.com,,,,,,L0E1E0,,Headquarters for an insurance company.,11,Cameron,Street,West,Brock,POINT (-79.03926297340523 44.35020504125576),-79.03926297340523,44.35020504125576
45163,,Cannington,Ontario,656731.42,4912694.86,455015,The Little Dandelion Yoga Studio & Education Centre,,2019-07-29,2019-07-29,611690.0,All other schools and instruction,4168864696,,,,,,,,,Yoga Studio,19,McNabb,Street,,Brock,POINT (-79.03350418623957 44.3505979187052),-79.03350418623957,44.3505979187052
45164,7054323393,Cannington,Ontario,655005.3935,4912683.8986,65699,Cannington Veterinary Services,L0E1E0,2019-07-29,2019-07-29,541940.0,Veterinary services,7054323392,,,,,,,L0E1E0,,Large animal veterinarian services,C21260,Sideroad 18a,,,Brock,POINT (-79.05515130432917 44.35087000599403),-79.05515130432917,44.35087000599403
45165,,Cannington,Ontario,653861.9593,4911812.1828,614669,Everwood Holsteins,LOE1,2019-07-29,2019-07-31,112120.0,Dairy cattle and milk production,5198034975,,,,,,,,,Dairy farm,1565,Regional rd 12,,,Brock,POINT (-79.0697473522663 44.343269771064016),-79.0697473522663,44.343269771064016
45166,,Brock,Ontario,656692.54,4914282.65,63696,Rose Hill Farm,L0E1E0,2019-07-29,2019-07-29,112920.0,Horse and other equine production,9059673880,,,,,,,L0E1E0,,Welsh pony breeders.,C2145,Brock Concession Rd 13,,,Brock,POINT (-79.03351377463493 44.36489267151977),-79.03351377463493,44.36489267151977
45167,,Cannington,Ontario,656159.79,4915635.74,468640,Sharpening,,2019-07-29,2019-07-29,811490.0,Other personal and household goods repair and maintenance,9054322277,,,,,,,,,"Sharpening of saws, knives, scissors, etc.",C2145,Brock Concession Rd 14,,,Brock,POINT (-79.0397896810243 44.37718218974737),-79.0397896810243,44.37718218974737
45168,,Cannington,Ontario,651409.3574,4914025.6474,101087,Harbrae Farm,L0E1E0,2019-07-29,2019-07-29,111419.0,Other food crops grown under cover,7054322488,,,,,,,L0E1E0,,Cow and calf.,C1295,Brock Concession Rd 14,,,Brock,POINT (-79.09985549341474 44.363702232812734),-79.09985549341474,44.363702232812734
