BUSINESS_NAME,CEASED_DATE,LICENSE_NUMBER,RESIDENT,UNIT,STREET_NUMBER,STREET_NAME,ROLL_NUMBER,dSHORTLEGAL_1,dSHORTLEGAL_2,dSHORTLEGAL_3,dSHORTLEGAL_4,dSHORTLEGAL_5,dLONGLEGAL_1,dLONGLEGAL_2,dLONGLEGAL_3,dLONGLEGAL_4,dLONGLEGAL_5,dLONGLEGAL_6,APPROVAL_DATE,TEMPORARY_LICENSE,APPLICATION_DATE,HOME_OCCUPATION,DATE_EXPIRED,ACTIVE,BUSINESS_NUMBER,PROPOSED_BUSINESS,OFF_STREET_STALLS,START_DATE,DATE_ISSUED
PEDDIE ROOFING & WATERPROOFING,19000101,0001468,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/ROOFING,0,20040101,20170101
EVANS SECURITY SERVICES LTD.,19000101,0001472,1,           ,225,BANFF AVE,000125,                     ,                     ,12~13,6,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SECURITY SYSTEM SERVICE,0,20100129,20170101
CANTERBURY COFFEE CORPORATION,19000101,0001474,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,WHOLESALER,0,20040101,20170101
B & B ON MOUNTAIN LANE,19000101,0001491,1,           ,104,MOUNTAIN LANE,086803,                     ,                     ,4,R2,8810817,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RSA,0,20040101,20170101
M.J. WESTERN STONES,19000101,0001494,1,           ,208,CARIBOU ST,000134,                     ,                     ,28~30,6,6395FP,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
"CT STYLE, FUN WITH ACCESSORIES",19000101,0001501,1,           ,108,BANFF AVE,000022,                     ,                     ,"4,5,6-1",2,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
CHUBB EDWARDS,19000101,0001506,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SECURITY SYSTEMS,0,20040101,20170101
BANFF SQUIRRELS NEST,19000101,0001521,1,           ,332,SQUIRREL ST,000250,                     ,                     ,21,12,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RSC,0,20040101,20170101
CASCADE REALTY SERVICES,19000101,0001533,1,           ,226,BEAR ST,000128,                     ,                     ,16,6,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,REALTY OFFICE,0,20040101,20170101
HILTI (CANADA) CORPORATION,19000101,0001539,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SALE BUSINESS,0,20040101,20170101
SOUL SKI & BIKE,19000101,0001549,1,           ,203,BEAR ST,000104,                     ,                     ,2,5,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES/ EQUIP. RENTAL,0,20040101,20170101
BANFF HOCKEY ACADEMY,19000101,0001555,1,           ,100,NORQUAY RD,020054,                     ,CM & CZ,                     ,                     ,6883JK & 914372,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PRIVATE EDUCATION SERVICES,0,20040101,20170101
BREWSTER'S MOUNTAIN LODGE,19000101,0001562,1,           ,208,CARIBOU ST,000134,                     ,                     ,28~30,6,6395FP,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,LODGING,0,20040101,20170101
ALPINE FLOWER GALLERY,19000101,0001569,1,           ,229,BEAR ST,000114,                     ,                     ,14&15,5,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
BANFF ADVENTURES UNLIMITED,19000101,0001588,1,           ,211,BEAR ST,000106,                     ,                     ,4-8,5,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SPORTING GOODS RENTALS/ TOUR PKG & RES. AGENCY,0,20040101,20170101
SUSHI HOUSE BANFF,19000101,0001590,1,           ,202,BANFF AVE,000135,                     ,                     ,1&2,7,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
E & l TREUTLER INVESTMENTS (aka MOUNTAIN HOME B&B),19000101,0001591,1,           ,129,MUSKRAT ST,000064,                     ,                     ,27,3,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RCM,0,20171103,20170424
BRUNO'S BAR & GRILL,19000101,0001594,1,           ,202,BANFF AVE,000135,                     ,                     ,1&2,7,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT - PUB/BAR,0,20040101,20170101
A VILLA WITH A VIEW,19000101,0001605,1,           ,133,KOOTENAY AVE,000892,                     ,                     ,5,R3,2296HG,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RSA,0,20040101,20170101
HEIDI'S B & B,19000101,0001608,1,           ,214,OTTER ST,000515,                     ,                     ,6,26,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RNC,0,20040101,20170101
CHURCH RENOVATION DESIGN INC.,19000101,0001610,1,           ,100,OWL ST,000694,                     ,                     ,10,61,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/GENERAL,0,20040101,20170101
A GOOD NIGHT'S REST,19000101,0001618,1,           ,437,MARTEN ST,000356,                     ,                     ,10,19,1211HU,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RCR,0,20040101,20170101
ROOTS,19000101,0001621,1,           ,227,BANFF AVE,000126,                     ,                     ,14,6,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
DOMINO'S BANFF,19000101,0001626,1,           ,122,EAGLE CRES,112102,                     ,                     ,12,58,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT - FAST FOOD,0,20040101,20170101
OSKAR CONSTRUCTION LTD,19000101,0001633,1,           ,149,EAGLE CRES,001138,11,                     ,11,59,8111461,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTING/GENERAL,0,20040101,20170101
AT WITS END B & B,19000101,0001634,1,           ,116,MOUNTAIN AVE,000886,                     ,                     ,26B,R2,1890HH,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RSA,0,20040101,20170101
YOGI'S CONTRACT,19000101,0001652,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,TRANSPORT SERVICE,0,20040101,20170101
CRYSTAL HOLIDAYS LTD.,19000101,0001655,0,           ,           ,                         ,000403,                     ,                     ,12,20,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,TOUR PACKAGE & RESERVATION AGENCY,0,20040101,20170101
ABOUT CANADA,19000101,0001661,1,           ,103,BANFF AVE,000002,                     ,                     ,2&3,1,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
BANFF AIRPORTER INC.,19000101,0001673,1,           ,141,EAGLE CRES,001306,                     ,                     ,4~7,59,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PUBLIC VEHICLE OPERATIONS - COMM. SHUTTL,0,20040101,20170101
BOW-COR CUSTOM WELDING,19000101,0001675,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/WELDING,0,20040101,20170101
DMS CONSTRUCTION & MILLWORK,19000101,0001677,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20140101,0,20140101,0,20171231,1,               ,CONTRACT/CARPENTRY,0,20140101,20170101
JSA BUILDING SERVICES,19000101,0001691,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CLEANING SERVICE,0,20040101,20170101
ST. JAMES'S GATE OLD IRISH PUB,19000101,0001692,1,           ,226,BEAR ST,000128,                     ,                     ,16,6,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT - PUB/BAR,0,20040101,20170101
STUMBOCK CLUB BANFF LTD.,19000101,0001698,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,TOUR COMPANIES,0,20040101,20170101
MOUNTAIN CLEAR BEER LINES,19000101,0001709,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR,0,20040101,20170101
"PUMP & TAP TAVERN, THE",19000101,0001713,1,           ,215,BANFF AVE,000122,                     ,                     ,7,6,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT - PUB/BAR,0,20040101,20170101
BOW VALLEY MECHANICAL,19000101,0001721,1,           ,100,OWL ST,000694,                     ,                     ,10,61,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/PLUMBING,0,20040101,20170101
INDEPENDENT SYSTEMS SOLUTIONS,19000101,0001738,1,           ,348,SQUIRREL ST,000242,                     ,                     ,13,12,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,COMPUTER NETWORK CONSULTANT,0,20040101,20170101
"INNERWARRIOR SPEAKERS, CONSULTANTS AND COACHES",19000101,0001747,1,           ,201,PORCUPINE PL,000732,                     ,CN20,                     ,                     ,885LK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LEADERSHIP AND COACHING CONSULTANT,0,20040101,20170101
THEA'S HOUSE,19000101,0001755,1,           ,138,OTTER ST,000545,                     ,                     ,14,27,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RNC,0,20040101,20170101
BANFF AVENUE BED & BREAKFAST,19000101,0001756,1,           ,430,BANFF AVE,000421,                     ,                     ,14,21,8899HP,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RBA,0,20040101,20170101
HOME WISE RENOVATIONS,19000101,0001757,1,10,147,EAGLE CRES,001137,10,                     ,11,59,8111461,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACT/GENERAL.,0,20040101,20170101
B & B ON CARIBOU,19000101,0001761,1,           ,530,CARIBOU ST,000178,                     ,                     ,1,9,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RCM,0,20040101,20170313
BANFF TOP TOURS,19000101,0001769,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PUBLIC VEHICLE OPERATOR - TOUR VEHICLES,0,20040101,20170101
BANFF DIGITAL PHOTOGRAPHY,19000101,0001780,1,9,147,EAGLE CRES,001136,9,                     ,11,59,8111461,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PHOTOGRAPHER,0,20040101,20170101
TRIMOUNT CONTRACTING,19000101,0001782,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040311,0,20040311,0,20171231,1,               ,CONTRACTOR/GENERAL,0,20040101,20170101
BANFF WESTERN OUTFITTERS,19000101,0001793,1,           ,103,BANFF AVE,000002,                     ,                     ,2&3,1,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
RICHARDSON GMP LTD,19000101,0001794,1,           ,127,BANFF AVE,000011,                     ,                     ,14,1,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,FINANCIAL SERVICE,0,20040101,20170101
COWS BANFF INC.,19000101,0001798,1,           ,138,BANFF AVE,000030,                     ,                     ,13~19,2,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20170708,20170706
ALTUS GROUP,19000101,0001799,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR,0,20040101,20170101
CAN-TRAFFIC SERVICES LTD.,19000101,0001802,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20140122,0,20140122,0,20171231,1,               ,CONTRACT/ELECTRICAL,0,20140122,20170101
BANFF FISHING UNLIMITED CORP. L,19000101,0001825,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,ATTRACTIONS/ ENTERTAINMENT,0,20040101,20170101
JMB WASTE MANAGEMENT,19000101,0001854,1,           ,100,OWL ST,000694,                     ,                     ,10,61,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR,0,20040101,20170101
THE TILE WORKS,19000101,0001869,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/MASONRY/TILE,0,20040101,20170101
BADGER DAYLIGHTING CALGARY INC.,19000101,0001872,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040607,0,20040607,0,20171231,1,               ,CONTRACTING/EXCAVATION,0,20040101,20170101
CANEM SYSTEMS LTD.,19000101,0001877,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,2012053,0,2012053,0,20171231,1,               ,CONTRACTING/ELECTRICAL,0,20120602,20170101
BELFOR PROPERTY RESTORATION,19000101,0001879,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/GENERAL,0,20170403,20170403
HAWGWILD FLYFISHING GUIDES,19000101,0001883,1,           ,131,OWL ST,001219,                     ,                     ,4&5,60,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,FLY FISHING GUIDES,0,20090401,20170425
1733227 ALBERTA LTD. O/A SECOND CUP BANFF,19000101,0001891,1,           ,317,BANFF AVE,000225,                     ,                     ,1~3,11,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT - COFFEE SHOP,0,20040101,20170101
STANDISH TOWING & RECOVERY,19000101,0001897,1,           ,160,EAGLE CRES,001139,                     ,                     ,35,58,9010707,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,TOWING SERVICE,0,20040101,20170101
GREAT PACIFIC INDUSTRIES INC.,19000101,0001901,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,WHOLESALER,0,20040101,20170101
DESIGN CARPENTRY & WOODWORK CAN,19000101,0001908,1,1,200,HAWK AVE,001128,1,                     ,11,59,8111461,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACT/CARPENTRY,0,20040101,20170101
S.RICHER ACCOUNTING & SYSTEMS SERVICES,19000101,0001912,1,           ,202,GLEN CRES,001017,                     ,                     ,44,R1,7410623,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,BOOKEEPING AND ACCOUNTING SERVICE,0,20040101,20170313
CORNERSTONE CRIBBING,19000101,0001941,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,2015043,0,20140805,0,20171231,1,               ,CONTRACTING/MASONRY/TILE,0,2015043,20170101
MARIA'S SEWING SHOP AND MORE,19000101,0001949,1,           ,215,BANFF AVE,000122,                     ,                     ,7,6,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR,0,20040101,20170314
"INTI TRAVEL AND TOURS, INC.",19000101,0001950,1,           ,106,NAHANNI DR,001032,                     ,                     ,7,DO,8011455,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,TRAVEL CONSULTANCY,0,20040101,20170101
CREATIVE DOOR SERVICES LTD.,19000101,0001970,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20150223,0,20150223,0,20171231,1,               ,REPAIR & INSTALLATION,0,20150223,20170101
"OTIS CANADA, INC.",19000101,0001976,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR - ELEVATOR SERVICING & INSTALLATION,0,20040101,20170101
CANMORE SEPTIC TANK,19000101,0001979,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR,0,20040101,20170101
"BUCKINGHAM, JIM",19000101,0001980,1,           ,110,MUSKRAT ST,000077,                     ,                     ,8,4,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,ENVIRONMENTAL AND SKI AREA CONSULTANT,0,20040101,20170101
DOWNER CONTRACTING,19000101,0001989,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/GENERAL,0,20040101,20170101
SPILLETT SECURITY GROUP INC.,19000101,0001993,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SECURITY SYSTEM,0,20040101,20170101
ORKIN CANADA,19000101,0001995,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PEST CONTROL SERVICE,0,20040101,20170101
202 GRIZZLY B & B,19000101,0002006,1,           ,202,GRIZZLY ST,000630,                     ,                     ,12,35,1709CG,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RTM,0,20040101,20170101
ULTRA-LITE OVERHEAD DOORS LTD.,19000101,0002010,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR,0,20040101,20170101
ULTIMATE SKI & RIDE,19000101,0002013,1,           ,202,BANFF AVE,000135,                     ,                     ,1&2,7,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SPORTING GOODS RENTAL & RETAIL,0,20040101,20170101
BOOSTER JUICE - BANFF,19000101,0002015,1,           ,317,BANFF AVE,000225,                     ,                     ,1~3,11,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT -  FAST FOOD,0,20040101,20170101
AQUAFIRE LEISURE,19000101,0002016,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20150101,0,20150101,0,20171231,1,               ,HOT TUB & SPA INSTALLATION,0,20150101,20170101
BOW VALLEY VIEW WINDOW CLEANING LTD.,19000101,0002027,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20140521,0,20140521,0,20171231,1,               ,WINDOW CLEANING SERVICE,0,20140521,20170101
CUTTING EDGE BUILDING SERVICES LTD,19000101,0002050,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/GENERAL,0,20040101,20170101
HOLIDAY LODGE B & B,19000101,0002055,1,           ,311,MARTEN ST,000209,                     ,                     ,6,10,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RCR,0,20040101,20170101
BRT CONSTRUCTION SERVICES LTD.,19000101,0002058,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,2017051,1,20161018,0,20171231,1,               ,CONTRACTING/EXCAVATION,0,2017051,2017051
MCKNIGHT CLEANING & RESTORATION,19000101,0002064,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CLEANING SERVICE,0,20040101,20170101
DISCOVER BANFF TOURS LTD.,19000101,0002066,1,10,147,EAGLE CRES,001137,10,                     ,11,59,8111461,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PUBLIC VEHICLE OPERATIONS - TOUR VEHICLE,0,20040101,20170101
"OLD SPAGHETTI FACTORY, THE",19000101,0002093,1,           ,317,BANFF AVE,000225,                     ,                     ,1~3,11,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
CHAMELEON PAINTING-DECORATING,19000101,0002100,1,           ,27,FAIRHOLME PL,001392,                     ,                     ,27,R29,9911211,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,INTERIOR DESIGN CONSULTANT,0,20040101,20170101
SUNSHINE VILLAGE CORP.,19000101,0002107,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PUBLIC VEHICLE OPERATIONS - COMMUTER SHU,0,20040101,20170101
EXECUTIVE MAT SERVICE LTD.,19000101,0002115,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR,0,20040101,20170101
TIGHTLINE ADVENTURES,19000101,0002120,1,           ,339,MUSKRAT ST,000297,                     ,                     ,18,15,6719BC,               ,               ,               ,               ,               ,               ,20130304,0,20130304,1,20171231,1,               ,FLY-FISHING GUIDE SERVICE,0,20130304,20170508
NAN'S ACCOUNTING SERVICE,19000101,0002128,1,           ,215,BANFF AVE,000122,                     ,                     ,7,6,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,BUSINESS SUPPORT,0,20040101,20170313
WHITE MOUNTAIN ADVENTURES,19000101,0002132,1,           ,122,EAGLE CRES,112102,                     ,                     ,12,58,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,ATTRACTIONS/ ENTERTAINMENT,0,20040101,20170101
GLEN'S FRESH PICKED FRUIT,19000101,0002138,1,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL FOOD SALES,0,20040101,20170101
FORGET-ME-NOT FLOWERS,19000101,0002141,1,           ,220,BEAR ST,000129,                     ,                     ,19,6,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
BREWSTER ADVENTURES,19000101,0002148,1,           ,208,CARIBOU ST,000134,                     ,                     ,28~30,6,6395FP,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PUBLIC VEHICLE OPERATIONS- HORSE,0,20040101,20170101
MAPLE LEAF GRILL & LOUNGE,19000101,0002156,1,           ,137,BANFF AVE,000015,                     ,                     ,18&19,1,6719 BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
POULIN'S PEST CONTROL,19000101,0002157,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR,0,20040101,20170101
RIVERSIDE BED & BREAKFAST,19000101,0002163,1,           ,220,BOW AVE,000819,                     ,                     ,20B,A,6409GD,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RRF,0,20040101,20170101
CANTRAV SERVICES INC.,19000101,0002166,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,TOUR PACKAGE & RESERVATION AGENCY,0,20040101,20170101
COLLIERS INT'L REALTY ADVISORS,19000101,0002188,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR,0,20040101,20170101
THE TUNE SHOP,19000101,0002193,1,           ,131,OWL ST,001219,                     ,                     ,4&5,60,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR,0,20040101,20170101
MAC'S CONVENIENCE STORE,19000101,0002207,1,           ,317,BANFF AVE,000225,                     ,                     ,1~3,11,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
BANFFY - BED & BREAKFAST,19000101,0002221,1,           ,213,GLEN CRES,001008,                     ,                     ,35,R1,7410623,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LODGING - BED & BREAKFAST RMR,0,20040101,20170101
DAUTER STONE INC.,19000101,0002231,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/MASONRY/TILE,0,20040101,20170112
EXPLORER CANADA HOLIDAYS LTD.,19000101,0002240,1,           ,100,OWL ST,000694,                     ,                     ,10,61,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PUBLIC VEHICLE OPERATIONS - TOUR VEHICLE,0,20040101,20170101
BANFF TOUR SERVICE,19000101,0002241,1,           ,317,BANFF AVE,000225,                     ,                     ,1~3,11,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PUBLIC VEHICLE OPERATIONS - TOUR VEHICLE,0,20040101,20170101
GREAT CANADIAN DOLLAR STORE,19000101,0002273,1,           ,203,BEAR ST,000104,                     ,                     ,2,5,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES.,0,20040101,20170101
BROOKS CARPENTRY,19000101,0002276,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20150417,0,20150417,0,20171231,1,               ,CONTRACTOR/CARPENTRY,0,20150417,20170101
